Available as of,Available date,Neighbourhood or locality,Construction year,Floor,Number of floors,Building condition,Number of frontages,Surroundings type,Living area,Living room surface,Kitchen type,Kitchen surface,Bedrooms,Bedroom 1 surface,Bathrooms,Toilets,Furnished,Terrace surface,Elevator,Accessible for disabled people,Visio phone,Swimming pool,Price,Cadastral income,zipcode
At delivery,November 1 2023 - 12:00 AM,Gent en omstreken,2021,2,2,As new,4,Urban,78,15,Hyper equipped,7,1,18,1,1,No,10,Yes,Yes,Yes,No,"€ 220,000",€ 1,9890
